date,Confirmed,Deaths,Recovered
2020-01-22 00:00:00,0.0,0.0,0.0
2020-01-23 00:00:00,0.0,0.0,0.0
2020-01-24 00:00:00,0.0,0.0,0.0
2020-01-25 00:00:00,0.0,0.0,0.0
2020-01-26 00:00:00,0.0,0.0,0.0
2020-01-27 00:00:00,1.0,0.0,0.0
2020-01-28 00:00:00,1.0,0.0,0.0
2020-01-29 00:00:00,1.0,0.0,0.0
2020-01-30 00:00:00,1.0,0.0,0.0
2020-01-31 00:00:00,1.0,0.0,0.0
2020-02-01 00:00:00,1.0,0.0,0.0
2020-02-02 00:00:00,1.0,0.0,0.0
2020-02-03 00:00:00,1.0,0.0,0.0
2020-02-04 00:00:00,1.0,0.0,0.0
2020-02-05 00:00:00,1.0,0.0,0.0
2020-02-06 00:00:00,1.0,0.0,0.0
2020-02-07 00:00:00,1.0,0.0,0.0
2020-02-08 00:00:00,1.0,0.0,1.0
2020-02-09 00:00:00,1.0,0.0,1.0
2020-02-10 00:00:00,1.0,0.0,1.0
2020-02-11 00:00:00,1.0,0.0,1.0
2020-02-12 00:00:00,1.0,0.0,1.0
2020-02-13 00:00:00,1.0,0.0,1.0
2020-02-14 00:00:00,1.0,0.0,1.0
2020-02-15 00:00:00,1.0,0.0,1.0
2020-02-16 00:00:00,1.0,0.0,1.0
2020-02-17 00:00:00,1.0,0.0,1.0
2020-02-18 00:00:00,1.0,0.0,1.0
2020-02-19 00:00:00,1.0,0.0,1.0
2020-02-20 00:00:00,1.0,0.0,1.0
2020-02-21 00:00:00,1.0,0.0,1.0
2020-02-22 00:00:00,1.0,0.0,1.0
2020-02-23 00:00:00,1.0,0.0,1.0
2020-02-24 00:00:00,1.0,0.0,1.0
2020-02-25 00:00:00,1.0,0.0,1.0
2020-02-26 00:00:00,1.0,0.0,1.0
2020-02-27 00:00:00,1.0,0.0,1.0
2020-02-28 00:00:00,1.0,0.0,1.0
2020-02-29 00:00:00,1.0,0.0,1.0
2020-03-01 00:00:00,1.0,0.0,1.0
2020-03-02 00:00:00,1.0,0.0,1.0
2020-03-03 00:00:00,1.0,0.0,1.0
2020-03-04 00:00:00,1.0,0.0,1.0
2020-03-05 00:00:00,1.0,0.0,1.0
2020-03-06 00:00:00,1.0,0.0,1.0
2020-03-07 00:00:00,1.0,0.0,1.0
2020-03-08 00:00:00,1.0,0.0,1.0
2020-03-09 00:00:00,1.0,0.0,1.0
2020-03-10 00:00:00,1.0,0.0,1.0
2020-03-11 00:00:00,2.0,0.0,1.0
2020-03-12 00:00:00,2.0,0.0,1.0
2020-03-13 00:00:00,6.0,0.0,1.0
2020-03-14 00:00:00,10.0,0.0,1.0
2020-03-15 00:00:00,18.0,0.0,1.0
2020-03-16 00:00:00,28.0,0.0,1.0
2020-03-17 00:00:00,44.0,0.0,1.0
2020-03-18 00:00:00,51.0,0.0,1.0
2020-03-19 00:00:00,60.0,0.0,3.0
2020-03-20 00:00:00,73.0,0.0,3.0
2020-03-21 00:00:00,77.0,0.0,1.0
2020-03-22 00:00:00,82.0,0.0,3.0
2020-03-23 00:00:00,97.0,0.0,3.0
2020-03-24 00:00:00,102.0,0.0,2.0
2020-03-25 00:00:00,102.0,0.0,3.0
2020-03-26 00:00:00,106.0,0.0,7.0
2020-03-27 00:00:00,106.0,0.0,7.0
2020-03-28 00:00:00,113.0,1.0,9.0
2020-03-29 00:00:00,117.0,1.0,11.0
2020-03-30 00:00:00,122.0,2.0,15.0
2020-03-31 00:00:00,143.0,2.0,17.0
2020-04-01 00:00:00,146.0,3.0,21.0
2020-04-02 00:00:00,151.0,4.0,21.0
2020-04-04 13:03:00,162.0,5.0,25.0
2020-04-05 07:55:00,166.0,5.0,27.0
2020-04-05 16:34:00,174.0,5.0,29.0
2020-04-06 11:33:00,176.0,5.0,34.0
2020-04-06 11:33:00,176.0,5.0,34.0
